profession_name,user_id,lesson_id,lesson_name,lesson_datetime,next_lesson_datetime,delta_seconds,completion_flag
data-scientist,11036,411,lesson - 411,2020-05-06 07:12:00.0000000,2020-05-12 07:57:21.0000000,521121,NORMAL
data-analyst,12113,292,lesson - 292,2020-05-06 07:14:09.0000000,2020-05-12 11:30:24.0000000,533775,NORMAL
data-analyst,12463,852,lesson - 852,2020-05-06 07:26:14.0000000,2020-05-11 09:26:27.0000000,439213,NORMAL
data-scientist,12296,32,lesson - 32,2020-05-06 07:46:57.0000000,2020-05-18 14:14:04.0000000,1060027,NORMAL
data-analyst,14409,713,lesson - 713,2020-05-06 07:51:47.0000000,2020-05-20 08:30:54.0000000,1211947,NORMAL
data-scientist,13934,408,lesson - 408,2020-05-06 07:55:34.0000000,2020-05-10 17:52:35.0000000,381421,NORMAL
data-scientist,14755,742,lesson - 742,2020-05-06 07:55:42.0000000,2020-05-16 01:46:19.0000000,841837,NORMAL
data-analyst,13502,223,lesson - 223,2020-05-06 07:57:34.0000000,2020-05-07 22:50:54.0000000,140000,NORMAL
software-engineer,14756,115,lesson - 115,2020-05-06 07:59:44.0000000,2020-05-09 20:26:52.0000000,304028,NORMAL
data-scientist,12888,312,lesson - 312,2020-05-06 08:02:40.0000000,2020-05-12 17:06:40.0000000,551040,NORMAL
data-scientist,11115,48,lesson - 48,2020-05-06 08:04:39.0000000,2020-05-17 06:05:51.0000000,943272,NORMAL
software-engineer,12771,870,lesson - 870,2020-05-06 08:05:57.0000000,2020-05-21 09:36:17.0000000,1301420,NORMAL
data-scientist,14993,808,lesson - 808,2020-05-06 08:20:31.0000000,2020-05-11 22:41:03.0000000,483632,NORMAL
data-scientist,14243,961,lesson - 961,2020-05-06 08:30:40.0000000,2020-05-22 13:48:23.0000000,1401463,NORMAL
data-analyst,10311,658,lesson - 658,2020-05-06 08:32:56.0000000,2020-05-14 17:57:20.0000000,725064,NORMAL
software-engineer,14200,972,lesson - 972,2020-05-06 08:34:15.0000000,2020-05-13 00:06:52.0000000,574357,NORMAL
software-engineer,10458,758,lesson - 758,2020-05-06 08:56:10.0000000,2020-05-07 01:39:48.0000000,60218,NORMAL
software-engineer,13196,423,lesson - 423,2020-05-06 09:07:15.0000000,2020-05-13 17:28:54.0000000,634899,NORMAL
software-engineer,11155,442,lesson - 442,2020-05-06 09:08:56.0000000,2020-05-16 19:47:16.0000000,902300,NORMAL
data-analyst,14463,91,lesson - 91,2020-05-06 09:09:13.0000000,2020-05-07 09:19:39.0000000,87026,NORMAL
data-scientist,14236,916,lesson - 916,2020-05-06 09:19:44.0000000,2020-05-08 14:29:07.0000000,191363,NORMAL
data-analyst,11342,968,lesson - 968,2020-05-06 09:21:53.0000000,2020-05-14 15:07:07.0000000,711914,NORMAL
data-scientist,11609,321,lesson - 321,2020-05-06 09:24:40.0000000,2020-05-06 11:25:18.0000000,7238,NORMAL
data-analyst,13032,641,lesson - 641,2020-05-06 09:37:01.0000000,2020-05-19 11:38:00.0000000,1130459,NORMAL
data-scientist,13167,661,lesson - 661,2020-05-06 09:39:08.0000000,2020-05-07 03:24:36.0000000,63928,NORMAL
data-scientist,11668,80,lesson - 80,2020-05-06 09:58:44.0000000,2020-05-20 19:18:47.0000000,1243203,NORMAL
data-scientist,11635,769,lesson - 769,2020-05-06 09:58:57.0000000,2020-05-09 23:02:20.0000000,306203,NORMAL
software-engineer,10565,908,lesson - 908,2020-05-06 10:02:16.0000000,2020-05-15 00:13:49.0000000,742293,NORMAL
data-analyst,11760,462,lesson - 462,2020-05-06 10:07:45.0000000,2020-05-22 11:50:03.0000000,1388538,NORMAL
data-analyst,11552,288,lesson - 288,2020-05-06 10:12:24.0000000,2020-05-23 03:11:22.0000000,1443538,NORMAL
software-engineer,12085,650,lesson - 650,2020-05-06 10:13:58.0000000,2020-05-09 00:54:47.0000000,225649,NORMAL
software-engineer,10420,680,lesson - 680,2020-05-06 10:20:25.0000000,2020-05-17 19:47:06.0000000,984401,NORMAL
data-analyst,10944,923,lesson - 923,2020-05-06 10:22:19.0000000,2020-05-11 15:46:34.0000000,451455,NORMAL
data-scientist,11699,788,lesson - 788,2020-05-06 10:29:07.0000000,2020-05-08 08:33:23.0000000,165856,NORMAL
software-engineer,12047,308,lesson - 308,2020-05-06 10:37:19.0000000,2020-05-08 12:20:22.0000000,178983,NORMAL
data-analyst,12831,133,lesson - 133,2020-05-06 10:39:28.0000000,2020-05-15 06:52:12.0000000,763964,NORMAL
software-engineer,14062,791,lesson - 791,2020-05-06 10:48:44.0000000,2020-05-08 20:34:44.0000000,207960,NORMAL
data-scientist,12417,477,lesson - 477,2020-05-06 10:55:06.0000000,2020-05-06 21:47:58.0000000,39172,NORMAL
data-scientist,14787,524,lesson - 524,2020-05-06 11:03:51.0000000,2020-05-09 06:51:39.0000000,244068,NORMAL
data-scientist,12589,62,lesson - 62,2020-05-06 11:08:30.0000000,2020-05-07 01:41:55.0000000,52405,NORMAL
software-engineer,10549,450,lesson - 450,2020-05-06 11:18:11.0000000,2020-05-07 00:00:26.0000000,45735,NORMAL
data-analyst,10726,717,lesson - 717,2020-05-06 11:18:12.0000000,2020-05-06 16:03:29.0000000,17117,NORMAL
data-analyst,12644,877,lesson - 877,2020-05-06 11:21:37.0000000,2020-05-08 21:18:55.0000000,208638,NORMAL
data-scientist,11694,520,lesson - 520,2020-05-06 11:27:18.0000000,2020-05-17 07:20:45.0000000,935607,NORMAL
software-engineer,14134,500,lesson - 500,2020-05-06 11:29:43.0000000,2020-05-17 19:22:13.0000000,978750,NORMAL
data-analyst,11932,135,lesson - 135,2020-05-06 11:29:45.0000000,2020-05-10 04:45:55.0000000,321370,NORMAL
data-analyst,13060,677,lesson - 677,2020-05-06 11:31:00.0000000,2020-05-10 06:05:33.0000000,326073,NORMAL
data-analyst,11036,285,lesson - 285,2020-05-06 11:32:03.0000000,2020-05-19 21:37:51.0000000,1159548,NORMAL
data-analyst,14200,421,lesson - 421,2020-05-06 11:45:20.0000000,2020-05-09 07:41:33.0000000,244573,NORMAL
software-engineer,13409,456,lesson - 456,2020-05-06 11:52:50.0000000,2020-05-10 21:42:20.0000000,380970,NORMAL
software-engineer,10243,512,lesson - 512,2020-05-06 11:57:28.0000000,2020-05-10 17:02:12.0000000,363884,NORMAL
software-engineer,12612,275,lesson - 275,2020-05-06 12:03:30.0000000,2020-05-08 05:03:53.0000000,147623,NORMAL
data-scientist,13104,87,lesson - 87,2020-05-06 12:07:19.0000000,2020-05-10 10:22:19.0000000,339300,NORMAL
data-analyst,12828,510,lesson - 510,2020-05-06 12:13:03.0000000,2020-05-10 11:49:09.0000000,344166,NORMAL
data-analyst,11264,683,lesson - 683,2020-05-06 12:14:14.0000000,2020-05-09 22:39:34.0000000,296720,NORMAL
data-scientist,12588,523,lesson - 523,2020-05-06 12:17:27.0000000,2020-05-08 12:47:03.0000000,174576,NORMAL
software-engineer,13167,712,lesson - 712,2020-05-06 12:30:19.0000000,2020-05-13 01:28:24.0000000,565085,NORMAL
software-engineer,13034,310,lesson - 310,2020-05-06 12:30:56.0000000,2020-05-10 22:57:15.0000000,383179,NORMAL
data-analyst,12735,104,lesson - 104,2020-05-06 12:34:31.0000000,2020-05-15 04:05:40.0000000,747069,NORMAL
data-analyst,10337,573,lesson - 573,2020-05-06 12:42:05.0000000,2020-05-08 16:33:12.0000000,186667,NORMAL
software-engineer,11342,253,lesson - 253,2020-05-06 12:42:47.0000000,2020-05-10 03:14:00.0000000,311473,NORMAL
data-analyst,10855,344,lesson - 344,2020-05-06 12:46:19.0000000,2020-05-16 21:57:22.0000000,897063,NORMAL
data-analyst,14025,116,lesson - 116,2020-05-06 12:46:46.0000000,2020-05-12 17:56:21.0000000,536975,NORMAL
data-analyst,12548,937,lesson - 937,2020-05-06 12:53:47.0000000,2020-05-13 00:58:45.0000000,561898,NORMAL
software-engineer,10253,322,lesson - 322,2020-05-06 13:00:37.0000000,2020-05-20 16:30:32.0000000,1222195,NORMAL
data-analyst,14714,790,lesson - 790,2020-05-06 13:04:24.0000000,2020-05-06 22:55:10.0000000,35446,NORMAL
data-analyst,11355,270,lesson - 270,2020-05-06 13:05:09.0000000,2020-05-07 03:42:41.0000000,52652,NORMAL
software-engineer,14652,380,lesson - 380,2020-05-06 13:05:53.0000000,2020-05-20 05:25:16.0000000,1181963,NORMAL
software-engineer,11153,283,lesson - 283,2020-05-06 13:14:42.0000000,2020-05-07 13:44:11.0000000,88169,NORMAL
data-scientist,11625,37,lesson - 37,2020-05-06 13:34:59.0000000,2020-05-10 22:54:03.0000000,379144,NORMAL
data-analyst,12779,424,lesson - 424,2020-05-06 13:40:35.0000000,2020-05-08 07:28:06.0000000,150451,NORMAL
data-scientist,11339,828,lesson - 828,2020-05-06 13:46:05.0000000,2020-05-08 10:10:49.0000000,159884,NORMAL
data-scientist,13394,774,lesson - 774,2020-05-06 13:49:46.0000000,2020-05-08 16:01:19.0000000,180693,NORMAL
software-engineer,13042,393,lesson - 393,2020-05-06 13:53:58.0000000,2020-05-13 02:21:56.0000000,563278,NORMAL
data-analyst,11490,883,lesson - 883,2020-05-06 13:55:20.0000000,2020-05-13 17:05:02.0000000,616182,NORMAL
software-engineer,11262,765,lesson - 765,2020-05-06 14:02:23.0000000,2020-05-19 20:32:28.0000000,1146605,NORMAL
software-engineer,14230,653,lesson - 653,2020-05-06 14:11:46.0000000,2020-05-11 18:17:43.0000000,446757,NORMAL
data-scientist,14204,875,lesson - 875,2020-05-06 14:16:44.0000000,2020-05-10 12:35:06.0000000,339502,NORMAL
data-analyst,13188,2,lesson - 2,2020-05-06 14:18:33.0000000,2020-05-07 14:51:33.0000000,88380,NORMAL
software-engineer,10270,355,lesson - 355,2020-05-06 14:59:24.0000000,2020-05-21 21:31:06.0000000,1319502,NORMAL
data-analyst,14535,227,lesson - 227,2020-05-06 15:04:24.0000000,2020-05-13 00:20:01.0000000,551737,NORMAL
data-scientist,14200,718,lesson - 718,2020-05-06 15:21:25.0000000,2020-05-10 22:07:17.0000000,369952,NORMAL
data-scientist,13659,80,lesson - 80,2020-05-06 15:21:57.0000000,2020-05-12 09:44:27.0000000,498150,NORMAL
software-engineer,13659,308,lesson - 308,2020-05-06 15:22:25.0000000,2020-05-12 06:12:00.0000000,485375,NORMAL
data-analyst,13153,499,lesson - 499,2020-05-06 15:24:26.0000000,2020-05-17 10:10:55.0000000,931589,NORMAL
data-scientist,12047,588,lesson - 588,2020-05-06 15:25:31.0000000,2020-05-07 18:39:28.0000000,98037,NORMAL
software-engineer,13909,101,lesson - 101,2020-05-06 15:33:15.0000000,2020-05-09 12:40:53.0000000,248858,NORMAL
data-analyst,14995,918,lesson - 918,2020-05-06 15:37:18.0000000,2020-05-11 00:36:01.0000000,377923,NORMAL
data-analyst,11108,835,lesson - 835,2020-05-06 15:40:25.0000000,2020-05-07 03:37:00.0000000,42995,NORMAL
data-analyst,14952,206,lesson - 206,2020-05-06 15:40:34.0000000,2020-05-15 11:40:17.0000000,763183,NORMAL
data-scientist,10524,888,lesson - 888,2020-05-06 15:46:29.0000000,2020-05-08 00:38:24.0000000,118315,NORMAL
software-engineer,11129,581,lesson - 581,2020-05-06 15:49:54.0000000,2020-05-07 08:14:27.0000000,59073,NORMAL
software-engineer,14289,389,lesson - 389,2020-05-06 15:51:06.0000000,2020-05-06 17:36:11.0000000,6305,NORMAL
data-analyst,10735,529,lesson - 529,2020-05-06 15:51:39.0000000,2020-05-08 09:31:56.0000000,150017,NORMAL
software-engineer,13715,380,lesson - 380,2020-05-06 15:52:49.0000000,2020-05-10 12:37:05.0000000,333856,NORMAL
data-analyst,10726,325,lesson - 325,2020-05-06 16:03:29.0000000,2020-05-12 00:07:47.0000000,461058,NORMAL
data-analyst,13651,579,lesson - 579,2020-05-06 16:14:12.0000000,2020-05-06 21:41:33.0000000,19641,NORMAL
data-scientist,13551,71,lesson - 71,2020-05-06 16:25:24.0000000,2020-05-07 09:45:23.0000000,62399,NORMAL
software-engineer,14610,939,lesson - 939,2020-05-06 16:26:53.0000000,2020-05-06 22:00:48.0000000,20035,NORMAL
data-scientist,13639,418,lesson - 418,2020-05-06 16:29:21.0000000,2020-05-21 23:04:31.0000000,1319710,NORMAL
data-scientist,10932,524,lesson - 524,2020-05-06 16:35:24.0000000,2020-05-07 13:37:52.0000000,75748,NORMAL
software-engineer,10265,432,lesson - 432,2020-05-06 16:50:27.0000000,2020-05-21 20:56:18.0000000,1310751,NORMAL
software-engineer,13559,632,lesson - 632,2020-05-06 16:54:07.0000000,2020-05-10 02:15:24.0000000,292877,NORMAL
data-scientist,12410,503,lesson - 503,2020-05-06 16:54:47.0000000,2020-05-07 16:31:33.0000000,85006,NORMAL
software-engineer,11226,314,lesson - 314,2020-05-06 16:58:26.0000000,2020-05-19 11:40:20.0000000,1104114,NORMAL
data-scientist,13666,851,lesson - 851,2020-05-06 17:16:58.0000000,2020-05-11 23:20:40.0000000,453822,NORMAL
data-analyst,12715,528,lesson - 528,2020-05-06 17:20:11.0000000,2020-05-08 16:35:46.0000000,170135,NORMAL
data-analyst,12139,528,lesson - 528,2020-05-06 17:21:48.0000000,2020-05-10 03:41:42.0000000,296394,NORMAL
software-engineer,11750,60,lesson - 60,2020-05-06 17:25:47.0000000,2020-05-06 18:45:31.0000000,4784,NORMAL
software-engineer,14130,458,lesson - 458,2020-05-06 17:34:30.0000000,2020-05-07 14:52:48.0000000,76698,NORMAL
software-engineer,14289,103,lesson - 103,2020-05-06 17:36:11.0000000,2020-05-21 07:00:34.0000000,1257863,NORMAL
data-analyst,10727,585,lesson - 585,2020-05-06 17:52:05.0000000,2020-05-08 01:37:58.0000000,114353,NORMAL
software-engineer,14557,357,lesson - 357,2020-05-06 17:55:01.0000000,2020-05-09 12:58:32.0000000,241411,NORMAL
software-engineer,13551,816,lesson - 816,2020-05-06 17:55:41.0000000,2020-05-22 14:20:09.0000000,1369468,NORMAL
software-engineer,13605,294,lesson - 294,2020-05-06 18:03:15.0000000,2020-05-10 12:49:58.0000000,326803,NORMAL
data-analyst,11795,151,lesson - 151,2020-05-06 18:11:23.0000000,2020-05-15 18:13:28.0000000,777725,NORMAL
data-scientist,13266,397,lesson - 397,2020-05-06 18:21:25.0000000,2020-05-08 05:21:02.0000000,125977,NORMAL
data-analyst,14055,883,lesson - 883,2020-05-06 18:30:41.0000000,2020-05-08 16:06:35.0000000,164154,NORMAL
software-engineer,12598,382,lesson - 382,2020-05-06 18:46:11.0000000,2020-05-14 04:44:45.0000000,640714,NORMAL
data-scientist,10097,362,lesson - 362,2020-05-06 18:46:17.0000000,2020-05-15 07:37:50.0000000,737493,NORMAL
data-analyst,14132,549,lesson - 549,2020-05-06 19:02:44.0000000,2020-05-09 16:15:09.0000000,249145,NORMAL
software-engineer,10801,887,lesson - 887,2020-05-06 19:14:59.0000000,2020-05-06 22:05:06.0000000,10207,NORMAL
data-scientist,10069,863,lesson - 863,2020-05-06 19:15:34.0000000,2020-05-12 20:05:14.0000000,521380,NORMAL
software-engineer,10014,201,lesson - 201,2020-05-06 19:25:31.0000000,2020-05-24 17:30:15.0000000,1548284,NORMAL
data-scientist,14422,916,lesson - 916,2020-05-06 19:30:16.0000000,2020-05-07 06:35:59.0000000,39943,NORMAL
data-scientist,10978,280,lesson - 280,2020-05-06 19:36:36.0000000,2020-05-11 06:10:36.0000000,383640,NORMAL
data-scientist,13020,860,lesson - 860,2020-05-06 19:41:00.0000000,2020-05-24 06:11:05.0000000,1506605,NORMAL
data-analyst,10367,259,lesson - 259,2020-05-06 19:45:52.0000000,2020-05-08 22:39:25.0000000,183213,NORMAL
data-scientist,14348,100,lesson - 100,2020-05-06 19:55:38.0000000,2020-05-09 06:37:03.0000000,211285,NORMAL
data-scientist,12608,881,lesson - 881,2020-05-06 19:56:57.0000000,2020-05-10 03:44:18.0000000,287241,NORMAL
data-scientist,12473,678,lesson - 678,2020-05-06 20:02:54.0000000,2020-05-19 18:13:06.0000000,1116612,NORMAL
data-analyst,13354,232,lesson - 232,2020-05-06 20:13:02.0000000,2020-05-16 16:08:21.0000000,849319,NORMAL
data-analyst,11231,654,lesson - 654,2020-05-06 20:19:54.0000000,2020-05-10 14:08:10.0000000,323296,NORMAL
software-engineer,12676,474,lesson - 474,2020-05-06 20:45:41.0000000,2020-05-14 04:07:58.0000000,631337,NORMAL
data-scientist,12631,651,lesson - 651,2020-05-06 20:46:03.0000000,2020-05-10 12:38:11.0000000,316328,NORMAL
software-engineer,11108,401,lesson - 401,2020-05-06 20:49:10.0000000,2020-05-06 21:55:42.0000000,3992,NORMAL
software-engineer,11937,855,lesson - 855,2020-05-06 20:54:21.0000000,2020-05-13 22:39:57.0000000,611136,NORMAL
data-scientist,12661,36,lesson - 36,2020-05-06 20:56:29.0000000,2020-05-23 13:27:03.0000000,1441834,NORMAL
data-analyst,12505,41,lesson - 41,2020-05-06 21:15:40.0000000,2020-05-12 22:22:07.0000000,522387,NORMAL
data-scientist,12796,482,lesson - 482,2020-05-06 21:18:24.0000000,2020-05-11 17:28:08.0000000,418184,NORMAL
data-analyst,10932,279,lesson - 279,2020-05-06 21:22:55.0000000,2020-05-10 11:31:22.0000000,310107,NORMAL
software-engineer,10301,290,lesson - 290,2020-05-06 21:27:41.0000000,2020-05-08 00:57:58.0000000,99017,NORMAL
data-scientist,11662,242,lesson - 242,2020-05-06 21:29:22.0000000,2020-05-09 00:43:38.0000000,184456,NORMAL
data-scientist,12945,833,lesson - 833,2020-05-06 21:35:34.0000000,2020-05-20 21:11:36.0000000,1208162,NORMAL
data-analyst,12643,635,lesson - 635,2020-05-06 21:36:53.0000000,2020-05-07 22:50:49.0000000,90836,NORMAL
data-analyst,13651,508,lesson - 508,2020-05-06 21:41:33.0000000,2020-05-11 12:20:27.0000000,398334,NORMAL
data-analyst,13123,354,lesson - 354,2020-05-06 21:41:45.0000000,2020-05-16 16:40:29.0000000,845924,NORMAL
data-scientist,11405,614,lesson - 614,2020-05-06 21:44:06.0000000,2020-05-16 21:28:12.0000000,863046,NORMAL
data-analyst,12273,89,lesson - 89,2020-05-06 21:46:29.0000000,2020-05-24 16:04:35.0000000,1534686,NORMAL
data-analyst,11184,381,lesson - 381,2020-05-06 21:48:55.0000000,2020-05-09 08:43:09.0000000,212054,NORMAL
software-engineer,13191,729,lesson - 729,2020-05-06 21:51:01.0000000,2020-05-16 04:47:29.0000000,802588,NORMAL
software-engineer,10933,298,lesson - 298,2020-05-06 21:52:55.0000000,2020-05-12 05:43:41.0000000,460246,NORMAL
data-analyst,14692,116,lesson - 116,2020-05-06 21:54:36.0000000,2020-05-20 19:56:38.0000000,1202522,NORMAL
software-engineer,14610,867,lesson - 867,2020-05-06 22:00:48.0000000,2020-05-16 05:39:10.0000000,805102,NORMAL
data-scientist,13703,312,lesson - 312,2020-05-06 22:04:51.0000000,2020-05-21 17:29:57.0000000,1279506,NORMAL
software-engineer,10801,474,lesson - 474,2020-05-06 22:05:06.0000000,2020-05-14 18:44:46.0000000,679180,NORMAL
data-analyst,13350,343,lesson - 343,2020-05-06 22:22:49.0000000,2020-05-17 06:05:11.0000000,891742,NORMAL
data-scientist,11954,451,lesson - 451,2020-05-06 22:41:11.0000000,2020-05-08 00:45:08.0000000,93837,NORMAL
data-scientist,12910,895,lesson - 895,2020-05-06 22:53:00.0000000,2020-05-12 00:19:33.0000000,437193,NORMAL
data-analyst,14714,111,lesson - 111,2020-05-06 22:55:10.0000000,2020-05-19 13:37:18.0000000,1089728,NORMAL
data-scientist,10331,242,lesson - 242,2020-05-06 23:01:43.0000000,2020-05-12 21:31:42.0000000,512999,NORMAL
data-scientist,12429,848,lesson - 848,2020-05-06 23:05:01.0000000,2020-05-20 10:37:00.0000000,1164719,NORMAL
data-scientist,10944,951,lesson - 951,2020-05-06 23:13:35.0000000,2020-05-24 03:49:16.0000000,1485341,NORMAL
software-engineer,11668,179,lesson - 179,2020-05-06 23:13:50.0000000,2020-05-07 14:24:37.0000000,54647,NORMAL
data-analyst,12328,527,lesson - 527,2020-05-06 23:16:07.0000000,2020-05-20 01:51:22.0000000,1132515,NORMAL
software-engineer,13925,750,lesson - 750,2020-05-06 23:18:12.0000000,2020-05-07 17:53:53.0000000,66941,NORMAL
data-scientist,13196,287,lesson - 287,2020-05-06 23:18:13.0000000,2020-05-09 11:09:03.0000000,215450,NORMAL
software-engineer,11148,487,lesson - 487,2020-05-06 23:21:02.0000000,2020-05-14 08:30:16.0000000,637754,NORMAL
software-engineer,12222,869,lesson - 869,2020-05-06 23:23:07.0000000,2020-05-12 08:42:13.0000000,465546,NORMAL
software-engineer,13384,599,lesson - 599,2020-05-06 23:24:37.0000000,2020-05-09 09:49:04.0000000,210267,NORMAL
data-scientist,11708,419,lesson - 419,2020-05-06 23:31:41.0000000,2020-05-13 10:39:30.0000000,558469,NORMAL
software-engineer,11874,866,lesson - 866,2020-05-06 23:33:00.0000000,2020-05-12 06:49:30.0000000,458190,NORMAL
data-analyst,12612,864,lesson - 864,2020-05-06 23:37:48.0000000,2020-05-12 16:06:35.0000000,491327,NORMAL
software-engineer,13752,637,lesson - 637,2020-05-06 23:42:53.0000000,2020-05-08 15:11:26.0000000,142113,NORMAL
data-scientist,11380,668,lesson - 668,2020-05-06 23:46:19.0000000,2020-05-09 20:11:21.0000000,246302,NORMAL
software-engineer,12886,539,lesson - 539,2020-05-06 23:56:56.0000000,2020-05-10 05:11:58.0000000,278102,NORMAL
software-engineer,10549,867,lesson - 867,2020-05-07 00:00:26.0000000,2020-05-23 03:32:54.0000000,1395148,NORMAL
data-analyst,14278,485,lesson - 485,2020-05-07 00:04:50.0000000,2020-05-15 02:09:12.0000000,698662,NORMAL
data-scientist,11425,604,lesson - 604,2020-05-07 00:11:38.0000000,2020-05-17 12:19:11.0000000,907653,NORMAL
data-analyst,14592,989,lesson - 989,2020-05-07 00:14:37.0000000,2020-05-09 16:06:21.0000000,229904,NORMAL
data-analyst,12774,3,lesson - 3,2020-05-07 00:22:14.0000000,2020-05-16 20:06:22.0000000,848648,NORMAL
software-engineer,14442,910,lesson - 910,2020-05-07 00:31:38.0000000,2020-05-24 22:23:25.0000000,1547507,NORMAL
software-engineer,11679,17,lesson - 17,2020-05-07 00:32:53.0000000,2020-05-08 12:47:47.0000000,130494,NORMAL
data-scientist,13217,768,lesson - 768,2020-05-07 00:42:14.0000000,2020-05-21 13:03:26.0000000,1254072,NORMAL
data-analyst,10331,775,lesson - 775,2020-05-07 00:44:49.0000000,2020-05-10 19:19:46.0000000,326097,NORMAL
data-analyst,13329,146,lesson - 146,2020-05-07 00:48:55.0000000,2020-05-09 19:28:42.0000000,239987,NORMAL
software-engineer,12646,29,lesson - 29,2020-05-07 00:52:35.0000000,2020-05-21 15:08:23.0000000,1260948,NORMAL
data-scientist,12167,58,lesson - 58,2020-05-07 00:53:02.0000000,2020-05-12 18:47:43.0000000,496481,NORMAL
software-engineer,10543,509,lesson - 509,2020-05-07 01:11:36.0000000,2020-05-07 10:49:04.0000000,34648,NORMAL
software-engineer,12555,347,lesson - 347,2020-05-07 01:21:30.0000000,2020-05-19 02:10:30.0000000,1039740,NORMAL
software-engineer,10458,389,lesson - 389,2020-05-07 01:39:48.0000000,2020-05-10 22:37:16.0000000,334648,NORMAL
data-scientist,12589,471,lesson - 471,2020-05-07 01:41:55.0000000,2020-05-12 05:03:00.0000000,444065,NORMAL
software-engineer,11003,824,lesson - 824,2020-05-07 01:52:08.0000000,2020-05-13 02:42:18.0000000,521410,NORMAL
software-engineer,12161,410,lesson - 410,2020-05-07 02:15:08.0000000,2020-05-08 15:30:45.0000000,134137,NORMAL
data-scientist,14034,100,lesson - 100,2020-05-07 02:15:15.0000000,2020-05-22 12:13:44.0000000,1331909,NORMAL
data-scientist,11098,523,lesson - 523,2020-05-07 02:17:04.0000000,2020-05-07 11:20:41.0000000,32617,NORMAL
data-analyst,12415,608,lesson - 608,2020-05-07 02:21:29.0000000,2020-05-11 08:12:10.0000000,366641,NORMAL
data-scientist,10368,880,lesson - 880,2020-05-07 02:22:23.0000000,2020-05-16 20:45:42.0000000,843799,NORMAL
software-engineer,12595,171,lesson - 171,2020-05-07 02:28:10.0000000,2020-05-10 20:56:33.0000000,325703,NORMAL
software-engineer,14530,422,lesson - 422,2020-05-07 02:33:16.0000000,2020-05-07 15:57:15.0000000,48239,NORMAL
software-engineer,11843,328,lesson - 328,2020-05-07 02:36:41.0000000,2020-05-17 06:46:19.0000000,878978,NORMAL
data-scientist,14595,732,lesson - 732,2020-05-07 02:41:56.0000000,2020-05-17 09:58:15.0000000,890179,NORMAL
data-analyst,13808,620,lesson - 620,2020-05-07 02:44:39.0000000,2020-05-09 18:31:18.0000000,229599,NORMAL
data-analyst,14614,694,lesson - 694,2020-05-07 02:51:00.0000000,2020-05-14 04:36:40.0000000,611140,NORMAL
software-engineer,14355,518,lesson - 518,2020-05-07 02:54:21.0000000,2020-05-19 16:57:11.0000000,1087370,NORMAL
data-analyst,13869,469,lesson - 469,2020-05-07 02:55:47.0000000,2020-05-13 15:45:01.0000000,564554,NORMAL
data-analyst,13666,789,lesson - 789,2020-05-07 02:58:31.0000000,2020-05-07 08:10:52.0000000,18741,NORMAL
data-analyst,11252,676,lesson - 676,2020-05-07 03:01:48.0000000,2020-05-10 01:40:50.0000000,254342,NORMAL
software-engineer,10133,17,lesson - 17,2020-05-07 03:03:51.0000000,2020-05-12 16:58:15.0000000,482064,NORMAL
data-analyst,12242,219,lesson - 219,2020-05-07 03:23:32.0000000,2020-05-17 17:43:24.0000000,915592,NORMAL
data-scientist,13167,773,lesson - 773,2020-05-07 03:24:36.0000000,2020-05-16 05:57:01.0000000,786745,NORMAL
software-engineer,12102,487,lesson - 487,2020-05-07 03:27:37.0000000,2020-05-07 20:46:30.0000000,62333,NORMAL
software-engineer,13341,118,lesson - 118,2020-05-07 03:38:13.0000000,2020-05-22 22:17:03.0000000,1363130,NORMAL
data-analyst,13941,905,lesson - 905,2020-05-07 03:41:22.0000000,2020-05-09 14:51:58.0000000,213036,NORMAL
data-analyst,11355,676,lesson - 676,2020-05-07 03:42:41.0000000,2020-05-19 16:46:52.0000000,1083851,NORMAL
data-scientist,10270,148,lesson - 148,2020-05-07 03:45:10.0000000,2020-05-07 04:16:28.0000000,1878,NORMAL
data-scientist,11477,850,lesson - 850,2020-05-07 03:48:38.0000000,2020-05-13 07:01:36.0000000,529978,NORMAL
data-scientist,10867,76,lesson - 76,2020-05-07 03:56:13.0000000,2020-05-17 10:44:24.0000000,888491,NORMAL
data-analyst,10524,326,lesson - 326,2020-05-07 03:58:04.0000000,2020-05-09 20:57:18.0000000,233954,NORMAL
software-engineer,13850,486,lesson - 486,2020-05-07 04:03:29.0000000,2020-05-22 11:21:02.0000000,1322253,NORMAL
data-analyst,14243,691,lesson - 691,2020-05-07 04:05:18.0000000,2020-05-18 15:13:00.0000000,990462,NORMAL
data-scientist,10454,879,lesson - 879,2020-05-07 04:05:51.0000000,2020-05-08 08:30:17.0000000,102266,NORMAL
data-analyst,12886,929,lesson - 929,2020-05-07 04:05:57.0000000,2020-05-20 04:48:38.0000000,1125761,NORMAL
data-scientist,11809,802,lesson - 802,2020-05-07 04:10:08.0000000,2020-05-21 11:30:59.0000000,1236051,NORMAL
data-scientist,11767,880,lesson - 880,2020-05-07 04:12:12.0000000,2020-05-21 19:12:04.0000000,1263592,NORMAL
data-scientist,14432,728,lesson - 728,2020-05-07 04:14:45.0000000,2020-05-17 23:06:08.0000000,931883,NORMAL
software-engineer,10966,855,lesson - 855,2020-05-07 04:20:22.0000000,2020-05-16 02:52:42.0000000,772340,NORMAL
